,fn,label,actual,pred,loss
0,02c00099_white-pawn.jpg,white-pawn,9,9,2.86102294921875e-06
1,01c00030_white-rook.jpg,white-rook,11,11,0.000247955322265625
2,02c00126_white-knight.jpg,white-knight,8,8,0.4218463897705078
3,01c00041_black-bishop.jpg,black-bishop,0,2,1.5550142526626587
4,02c00027_white-pawn.jpg,white-pawn,9,9,2.47955322265625e-05
5,02c00121_black-rook.jpg,black-rook,5,5,0.004895210266113281
6,02c00015_white-knight.jpg,white-knight,8,8,0.00045871734619140625
7,01c00038_white-king.jpg,white-king,7,8,7.134724140167236
8,01c00027_white-knight.jpg,white-knight,8,8,0.00020599365234375
9,01c00048_white-king.jpg,white-king,7,7,0.09754419326782227
10,02c00054_black-pawn.jpg,black-pawn,3,3,0.0612645149230957
11,01c00008_white-queen.jpg,white-queen,10,10,0.010945320129394531
12,01c00051_black-pawn.jpg,black-pawn,3,3,0.11013221740722656
13,02c00021_black-king.jpg,black-king,1,1,7.2479248046875e-05
14,02c00058_white-king.jpg,white-king,7,11,1.1182599067687988
15,02c00152_white-rook.jpg,white-rook,11,11,4.482269287109375e-05
16,02c00000_black-rook.jpg,black-rook,5,5,2.09808349609375e-05
17,02c00025_white-king.jpg,white-king,7,7,0.0066318511962890625
18,02c00008_white-king.jpg,white-king,7,7,0.01807403564453125
19,02c00146_black-pawn.jpg,black-pawn,3,3,0.007391929626464844
20,02c00053_black-bishop.jpg,black-bishop,0,0,0.0031270980834960938
21,02c00086_white-rook.jpg,white-rook,11,11,0.10712003707885742
22,02c00011_white-bishop.jpg,white-bishop,6,6,0.00021076202392578125
23,02c00167_white-queen.jpg,white-queen,10,11,3.686784267425537
24,02c00002_black-pawn.jpg,black-pawn,3,3,0.0014657974243164062
25,01c00049_white-pawn.jpg,white-pawn,9,9,0.00040721893310546875
26,02c00064_white-king.jpg,white-king,7,11,1.4265704154968262
27,02c00096_black-queen.jpg,black-queen,4,4,1.621246337890625e-05
28,01c00047_black-pawn.jpg,black-pawn,3,3,0.1739811897277832
29,01c00044_white-bishop.jpg,white-bishop,6,8,2.77602481842041
30,02c00009_black-king.jpg,black-king,1,1,0.014406204223632812
31,02c00141_black-pawn.jpg,black-pawn,3,3,0.017587661743164062
32,02c00115_black-bishop.jpg,black-bishop,0,1,0.8019142150878906
33,02c00131_white-bishop.jpg,white-bishop,6,7,3.6533451080322266
34,02c00149_white-knight.jpg,white-knight,8,8,4.291534423828125e-05
35,02c00110_white-rook.jpg,white-rook,11,11,0.12579345703125
36,01c00046_white-pawn.jpg,white-pawn,9,9,0.15292596817016602
37,02c00047_black-knight.jpg,black-knight,2,2,0.2071695327758789
38,02c00040_white-knight.jpg,white-knight,8,8,0.0017385482788085938
39,02c00080_black-pawn.jpg,black-pawn,3,1,1.0383820533752441
40,02c00038_white-pawn.jpg,white-pawn,9,9,0.0005950927734375
41,02c00003_white-knight.jpg,white-knight,8,8,0.0001506805419921875
