,fn,label,actual,pred,loss
0,02c00099_white-pawn.jpg,white-pawn,9,9,0.0009012222290039062
1,01c00030_white-rook.jpg,white-rook,11,11,0.09892702102661133
2,02c00015_white-knight.jpg,white-knight,8,8,0.0020132064819335938
3,01c00027_white-knight.jpg,white-knight,8,8,0.4024925231933594
4,01c00048_white-king.jpg,white-king,7,7,0.04318714141845703
5,01c00008_white-queen.jpg,white-queen,10,10,0.007365226745605469
6,01c00051_black-pawn.jpg,black-pawn,3,3,0.0751943588256836
7,02c00021_black-king.jpg,black-king,1,1,0.07304620742797852
8,02c00000_black-rook.jpg,black-rook,5,5,0.001194000244140625
9,02c00025_white-king.jpg,white-king,7,7,0.010890007019042969
10,02c00008_white-king.jpg,white-king,7,7,0.01099395751953125
11,02c00146_black-pawn.jpg,black-pawn,3,3,0.4927639961242676
12,02c00086_white-rook.jpg,white-rook,11,11,0.24141502380371094
13,02c00167_white-queen.jpg,white-queen,10,10,1.0464816093444824
14,02c00002_black-pawn.jpg,black-pawn,3,3,0.0003108978271484375
15,01c00049_white-pawn.jpg,white-pawn,9,9,0.11451339721679688
16,02c00064_white-king.jpg,white-king,7,7,0.022577285766601562
17,02c00096_black-queen.jpg,black-queen,4,4,1.9073486328125e-06
18,01c00047_black-pawn.jpg,black-pawn,3,3,0.09520435333251953
19,02c00141_black-pawn.jpg,black-pawn,3,3,0.004525184631347656
20,02c00115_black-bishop.jpg,black-bishop,0,1,1.010362148284912
21,02c00149_white-knight.jpg,white-knight,8,8,0.013129234313964844
22,01c00046_white-pawn.jpg,white-pawn,9,9,0.37574100494384766
23,02c00047_black-knight.jpg,black-knight,2,2,0.05637788772583008
24,02c00040_white-knight.jpg,white-knight,8,8,0.0005807876586914062
25,02c00038_white-pawn.jpg,white-pawn,9,9,3.814697265625e-06
26,02c00003_white-knight.jpg,white-knight,8,8,0.0004329681396484375
27,02c00020_black-rook.jpg,black-rook,5,5,0.17749309539794922
28,02c00079_white-pawn.jpg,white-pawn,9,9,0.027780532836914062
