,fn,label,actual,pred,loss
0,02c00099_white-pawn.jpg,white-pawn,9,9,0.000408172607421875
1,01c00030_white-rook.jpg,white-rook,11,11,0.07476043701171875
2,02c00015_white-knight.jpg,white-knight,8,8,0.02851390838623047
3,01c00027_white-knight.jpg,white-knight,8,2,1.1147751808166504
4,01c00048_white-king.jpg,white-king,7,7,0.06781864166259766
5,01c00008_white-queen.jpg,white-queen,10,10,0.00312042236328125
6,01c00051_black-pawn.jpg,black-pawn,3,3,0.20609474182128906
7,02c00021_black-king.jpg,black-king,1,1,0.015974044799804688
8,02c00000_black-rook.jpg,black-rook,5,5,0.0031366348266601562
9,02c00025_white-king.jpg,white-king,7,7,0.006470680236816406
10,02c00008_white-king.jpg,white-king,7,7,0.19634246826171875
11,02c00146_black-pawn.jpg,black-pawn,3,3,0.0033998489379882812
12,02c00086_white-rook.jpg,white-rook,11,11,0.03016376495361328
13,02c00167_white-queen.jpg,white-queen,10,10,0.2198333740234375
14,02c00002_black-pawn.jpg,black-pawn,3,3,0.0002231597900390625
15,01c00049_white-pawn.jpg,white-pawn,9,9,0.00240325927734375
16,02c00064_white-king.jpg,white-king,7,7,0.014921188354492188
17,02c00096_black-queen.jpg,black-queen,4,4,0.0003070831298828125
18,01c00047_black-pawn.jpg,black-pawn,3,5,0.9161834716796875
19,02c00141_black-pawn.jpg,black-pawn,3,3,0.00957489013671875
20,02c00115_black-bishop.jpg,black-bishop,0,1,4.770673751831055
21,02c00149_white-knight.jpg,white-knight,8,8,0.0774540901184082
22,01c00046_white-pawn.jpg,white-pawn,9,9,0.06763553619384766
23,02c00047_black-knight.jpg,black-knight,2,2,0.026966571807861328
24,02c00040_white-knight.jpg,white-knight,8,8,0.030134201049804688
25,02c00038_white-pawn.jpg,white-pawn,9,9,0.009699821472167969
26,02c00003_white-knight.jpg,white-knight,8,8,0.015421867370605469
27,02c00020_black-rook.jpg,black-rook,5,5,0.018507003784179688
28,02c00079_white-pawn.jpg,white-pawn,9,9,0.000545501708984375
29,01c00022_black-king.jpg,black-king,1,1,0.04663562774658203
30,02c00151_black-knight.jpg,black-knight,2,2,0.1302933692932129
31,01c00035_black-knight.jpg,black-knight,2,2,0.0012054443359375
32,02c00150_white-king.jpg,white-king,7,8,1.7654414176940918
33,02c00137_white-king.jpg,white-king,7,8,0.9881043434143066
34,02c00061_white-rook.jpg,white-rook,11,11,0.0009250640869140625
35,02c00116_white-pawn.jpg,white-pawn,9,9,0.10711240768432617
