,fn,label,actual,pred,loss
0,02c00099_white-pawn.jpg,white-pawn,9,9,0.0036535263061523438
1,01c00030_white-rook.jpg,white-rook,11,11,0.00045871734619140625
2,02c00015_white-knight.jpg,white-knight,8,8,0.0015611648559570312
3,01c00027_white-knight.jpg,white-knight,8,8,0.04755353927612305
4,01c00048_white-king.jpg,white-king,7,7,1.1787528991699219
5,01c00008_white-queen.jpg,white-queen,10,10,0.716205358505249
6,01c00051_black-pawn.jpg,black-pawn,3,2,3.275254964828491
7,02c00021_black-king.jpg,black-king,1,1,0.07622051239013672
8,02c00000_black-rook.jpg,black-rook,5,5,0.054737091064453125
9,02c00025_white-king.jpg,white-king,7,7,0.27273082733154297
10,02c00008_white-king.jpg,white-king,7,8,4.2320966720581055
11,02c00146_black-pawn.jpg,black-pawn,3,3,0.014046669006347656
12,02c00086_white-rook.jpg,white-rook,11,11,0.0025615692138671875
13,02c00167_white-queen.jpg,white-queen,10,8,2.8717474937438965
14,02c00002_black-pawn.jpg,black-pawn,3,3,0.1068887710571289
15,01c00049_white-pawn.jpg,white-pawn,9,9,0.9031252861022949
16,02c00064_white-king.jpg,white-king,7,6,3.32529878616333
17,02c00096_black-queen.jpg,black-queen,4,4,0.25922369956970215
18,01c00047_black-pawn.jpg,black-pawn,3,9,2.2661046981811523
19,02c00141_black-pawn.jpg,black-pawn,3,3,0.11817359924316406
20,02c00115_black-bishop.jpg,black-bishop,0,1,2.1069726943969727
21,02c00149_white-knight.jpg,white-knight,8,8,0.0026760101318359375
22,01c00046_white-pawn.jpg,white-pawn,9,9,0.1736745834350586
23,02c00047_black-knight.jpg,black-knight,2,2,0.5328488349914551
24,02c00040_white-knight.jpg,white-knight,8,8,0.0053234100341796875
25,02c00038_white-pawn.jpg,white-pawn,9,9,0.016219139099121094
26,02c00003_white-knight.jpg,white-knight,8,8,0.0025873184204101562
27,02c00020_black-rook.jpg,black-rook,5,5,0.7679290771484375
28,02c00079_white-pawn.jpg,white-pawn,9,9,1.9073486328125e-05
29,01c00022_black-king.jpg,black-king,1,2,2.1952250003814697
30,02c00151_black-knight.jpg,black-knight,2,2,0.015883445739746094
31,01c00035_black-knight.jpg,black-knight,2,2,0.013190269470214844
32,02c00150_white-king.jpg,white-king,7,8,3.8953142166137695
33,02c00137_white-king.jpg,white-king,7,8,6.752891540527344
34,02c00061_white-rook.jpg,white-rook,11,11,0.0951681137084961
35,02c00116_white-pawn.jpg,white-pawn,9,8,1.4633550643920898
36,02c00063_black-bishop.jpg,black-bishop,0,0,0.04995250701904297
37,01c00014_white-pawn.jpg,white-pawn,9,9,0.04612302780151367
38,01c00007_white-rook.jpg,white-rook,11,11,0.03883647918701172
39,02c00044_black-rook.jpg,black-rook,5,5,0.028530120849609375
40,02c00148_black-bishop.jpg,black-bishop,0,6,1.529923677444458
41,01c00028_black-pawn.jpg,black-pawn,3,3,0.6828222274780273
42,01c00034_black-king.jpg,black-king,1,1,0.014140129089355469
43,02c00162_white-king.jpg,white-king,7,8,1.1817326545715332
44,02c00163_black-knight.jpg,black-knight,2,2,0.17172622680664062
45,02c00069_black-queen.jpg,black-queen,4,4,0.7830708026885986
46,02c00068_black-pawn.jpg,black-pawn,3,3,0.03272676467895508
47,02c00147_white-pawn.jpg,white-pawn,9,9,0.0025720596313476562
48,02c00012_white-bishop.jpg,white-bishop,6,6,0.3742990493774414
49,02c00059_black-knight.jpg,black-knight,2,2,0.11879920959472656
50,02c00001_white-queen.jpg,white-queen,10,10,0.606414794921875
51,02c00124_black-king.jpg,black-king,1,2,4.042362689971924
52,02c00026_white-rook.jpg,white-rook,11,9,1.3554935455322266
53,02c00142_black-queen.jpg,black-queen,4,2,2.9470973014831543
54,02c00042_black-pawn.jpg,black-pawn,3,3,0.0012044906616210938
55,01c00004_white-pawn.jpg,white-pawn,9,9,0.011206626892089844
56,01c00043_white-queen.jpg,white-queen,10,9,1.8227002620697021
