,fn,label,actual,pred,loss
0,02c00099_white-pawn.jpg,white-pawn,9,9,0.004570960998535156
1,01c00030_white-rook.jpg,white-rook,11,11,0.016085147857666016
2,02c00126_white-knight.jpg,white-knight,8,8,0.8071458339691162
3,01c00041_black-bishop.jpg,black-bishop,0,3,1.8566796779632568
4,02c00027_white-pawn.jpg,white-pawn,9,9,0.0017185211181640625
5,02c00121_black-rook.jpg,black-rook,5,5,0.5441889762878418
6,02c00015_white-knight.jpg,white-knight,8,8,0.022634506225585938
7,01c00038_white-king.jpg,white-king,7,5,5.348372459411621
8,01c00027_white-knight.jpg,white-knight,8,8,0.2765812873840332
9,01c00048_white-king.jpg,white-king,7,7,0.4248969554901123
10,02c00054_black-pawn.jpg,black-pawn,3,3,0.08661460876464844
11,01c00008_white-queen.jpg,white-queen,10,10,0.09596776962280273
12,01c00051_black-pawn.jpg,black-pawn,3,3,0.7427644729614258
13,02c00021_black-king.jpg,black-king,1,1,0.16833209991455078
14,02c00058_white-king.jpg,white-king,7,11,3.279575824737549
15,02c00152_white-rook.jpg,white-rook,11,11,0.06753158569335938
16,02c00000_black-rook.jpg,black-rook,5,5,0.005096435546875
17,02c00025_white-king.jpg,white-king,7,7,0.0050716400146484375
18,02c00008_white-king.jpg,white-king,7,7,0.04691886901855469
19,02c00146_black-pawn.jpg,black-pawn,3,3,0.1067051887512207
20,02c00053_black-bishop.jpg,black-bishop,0,0,0.08185911178588867
21,02c00086_white-rook.jpg,white-rook,11,11,0.13876008987426758
22,02c00011_white-bishop.jpg,white-bishop,6,6,0.00010395050048828125
23,02c00167_white-queen.jpg,white-queen,10,11,4.460300922393799
24,02c00002_black-pawn.jpg,black-pawn,3,3,0.0002288818359375
25,01c00049_white-pawn.jpg,white-pawn,9,9,0.01006317138671875
26,02c00064_white-king.jpg,white-king,7,6,3.144561290740967
27,02c00096_black-queen.jpg,black-queen,4,4,0.0361480712890625
28,01c00047_black-pawn.jpg,black-pawn,3,3,0.15150165557861328
29,01c00044_white-bishop.jpg,white-bishop,6,3,1.8053730726242065
30,02c00009_black-king.jpg,black-king,1,4,0.893427848815918
31,02c00141_black-pawn.jpg,black-pawn,3,3,0.008805274963378906
32,02c00115_black-bishop.jpg,black-bishop,0,1,1.4282269477844238
33,02c00131_white-bishop.jpg,white-bishop,6,8,2.8632993698120117
34,02c00149_white-knight.jpg,white-knight,8,8,0.10752201080322266
35,02c00110_white-rook.jpg,white-rook,11,11,0.07369279861450195
36,01c00046_white-pawn.jpg,white-pawn,9,9,0.09971427917480469
37,02c00047_black-knight.jpg,black-knight,2,2,0.05521678924560547
38,02c00040_white-knight.jpg,white-knight,8,8,0.014598846435546875
39,02c00080_black-pawn.jpg,black-pawn,3,3,0.0152130126953125
40,02c00038_white-pawn.jpg,white-pawn,9,9,0.07335948944091797
41,02c00003_white-knight.jpg,white-knight,8,8,0.0052127838134765625
42,02c00073_white-king.jpg,white-king,7,7,0.027161598205566406
43,02c00071_black-rook.jpg,black-rook,5,5,0.15870189666748047
44,02c00020_black-rook.jpg,black-rook,5,5,0.15469026565551758
45,02c00079_white-pawn.jpg,white-pawn,9,9,0.00024127960205078125
46,01c00022_black-king.jpg,black-king,1,1,0.2049093246459961
47,02c00151_black-knight.jpg,black-knight,2,2,0.08429861068725586
48,01c00035_black-knight.jpg,black-knight,2,2,0.007281303405761719
49,02c00150_white-king.jpg,white-king,7,8,2.0029566287994385
50,02c00137_white-king.jpg,white-king,7,7,0.6227359771728516
51,02c00061_white-rook.jpg,white-rook,11,11,0.000293731689453125
52,02c00024_black-knight.jpg,black-knight,2,2,0.04784679412841797
53,02c00116_white-pawn.jpg,white-pawn,9,9,0.3530607223510742
