,fn,label,actual,pred,loss
0,02c00099_white-pawn.jpg,white-pawn,9,0,
1,01c00030_white-rook.jpg,white-rook,11,0,
2,02c00126_white-knight.jpg,white-knight,8,0,
3,01c00041_black-bishop.jpg,black-bishop,0,0,
4,02c00027_white-pawn.jpg,white-pawn,9,0,
5,02c00121_black-rook.jpg,black-rook,5,0,
6,02c00015_white-knight.jpg,white-knight,8,0,
7,01c00038_white-king.jpg,white-king,7,0,
8,01c00027_white-knight.jpg,white-knight,8,0,
9,01c00048_white-king.jpg,white-king,7,0,
10,02c00054_black-pawn.jpg,black-pawn,3,0,
11,01c00008_white-queen.jpg,white-queen,10,0,
12,01c00051_black-pawn.jpg,black-pawn,3,0,
13,02c00021_black-king.jpg,black-king,1,0,
14,02c00058_white-king.jpg,white-king,7,0,
15,02c00152_white-rook.jpg,white-rook,11,0,
16,02c00000_black-rook.jpg,black-rook,5,0,
17,02c00025_white-king.jpg,white-king,7,0,
18,02c00008_white-king.jpg,white-king,7,0,
19,02c00146_black-pawn.jpg,black-pawn,3,0,
20,02c00053_black-bishop.jpg,black-bishop,0,0,
21,02c00086_white-rook.jpg,white-rook,11,0,
22,02c00011_white-bishop.jpg,white-bishop,6,0,
23,02c00167_white-queen.jpg,white-queen,10,0,
24,02c00002_black-pawn.jpg,black-pawn,3,0,
25,01c00049_white-pawn.jpg,white-pawn,9,0,
26,02c00064_white-king.jpg,white-king,7,0,
27,02c00096_black-queen.jpg,black-queen,4,0,
28,01c00047_black-pawn.jpg,black-pawn,3,0,
29,01c00044_white-bishop.jpg,white-bishop,6,0,
30,02c00009_black-king.jpg,black-king,1,0,
31,02c00141_black-pawn.jpg,black-pawn,3,0,
32,02c00115_black-bishop.jpg,black-bishop,0,0,
33,02c00131_white-bishop.jpg,white-bishop,6,0,
34,02c00149_white-knight.jpg,white-knight,8,0,
35,02c00110_white-rook.jpg,white-rook,11,0,
36,01c00046_white-pawn.jpg,white-pawn,9,0,
37,02c00047_black-knight.jpg,black-knight,2,0,
38,02c00040_white-knight.jpg,white-knight,8,0,
39,02c00080_black-pawn.jpg,black-pawn,3,0,
40,02c00038_white-pawn.jpg,white-pawn,9,0,
41,02c00003_white-knight.jpg,white-knight,8,0,
42,02c00073_white-king.jpg,white-king,7,0,
43,02c00071_black-rook.jpg,black-rook,5,0,
44,02c00020_black-rook.jpg,black-rook,5,0,
45,02c00079_white-pawn.jpg,white-pawn,9,0,
46,01c00022_black-king.jpg,black-king,1,0,
47,02c00151_black-knight.jpg,black-knight,2,0,
48,01c00035_black-knight.jpg,black-knight,2,0,
49,02c00150_white-king.jpg,white-king,7,0,
50,02c00137_white-king.jpg,white-king,7,0,
51,02c00061_white-rook.jpg,white-rook,11,0,
