,fn,label,actual,pred,loss
0,02c00099_white-pawn.jpg,white-pawn,9,9,0.0001277923583984375
1,01c00030_white-rook.jpg,white-rook,11,11,0.32869482040405273
2,02c00015_white-knight.jpg,white-knight,8,8,0.0030040740966796875
3,01c00027_white-knight.jpg,white-knight,8,8,0.504974365234375
4,01c00048_white-king.jpg,white-king,7,7,0.029068946838378906
5,01c00008_white-queen.jpg,white-queen,10,10,0.13260841369628906
6,01c00051_black-pawn.jpg,black-pawn,3,3,0.05143928527832031
7,02c00021_black-king.jpg,black-king,1,1,0.004624366760253906
8,02c00000_black-rook.jpg,black-rook,5,5,0.000293731689453125
9,02c00025_white-king.jpg,white-king,7,7,0.011012077331542969
10,02c00008_white-king.jpg,white-king,7,7,0.010763168334960938
11,02c00146_black-pawn.jpg,black-pawn,3,5,0.8969898223876953
12,02c00086_white-rook.jpg,white-rook,11,11,0.10759305953979492
13,02c00167_white-queen.jpg,white-queen,10,11,1.4371559619903564
14,02c00002_black-pawn.jpg,black-pawn,3,3,0.00041484832763671875
15,01c00049_white-pawn.jpg,white-pawn,9,9,0.005639076232910156
16,02c00064_white-king.jpg,white-king,7,7,0.2273712158203125
17,02c00096_black-queen.jpg,black-queen,4,4,0.0046634674072265625
18,01c00047_black-pawn.jpg,black-pawn,3,3,0.3191719055175781
19,02c00141_black-pawn.jpg,black-pawn,3,3,0.003937721252441406
20,02c00115_black-bishop.jpg,black-bishop,0,1,1.0260305404663086
21,02c00149_white-knight.jpg,white-knight,8,8,0.014861106872558594
22,01c00046_white-pawn.jpg,white-pawn,9,9,0.3039984703063965
23,02c00047_black-knight.jpg,black-knight,2,2,0.048581600189208984
24,02c00040_white-knight.jpg,white-knight,8,8,0.011570930480957031
25,02c00038_white-pawn.jpg,white-pawn,9,9,0.0329747200012207
26,02c00003_white-knight.jpg,white-knight,8,8,0.00313568115234375
27,02c00020_black-rook.jpg,black-rook,5,5,0.7329435348510742
28,02c00079_white-pawn.jpg,white-pawn,9,9,0.000148773193359375
29,01c00022_black-king.jpg,black-king,1,1,0.004795074462890625
30,02c00151_black-knight.jpg,black-knight,2,2,0.2330608367919922
31,01c00035_black-knight.jpg,black-knight,2,2,0.014769554138183594
32,02c00150_white-king.jpg,white-king,7,7,0.1943044662475586
33,02c00137_white-king.jpg,white-king,7,7,0.028583049774169922
34,02c00061_white-rook.jpg,white-rook,11,11,0.11290931701660156
35,02c00116_white-pawn.jpg,white-pawn,9,9,0.0729212760925293
36,02c00063_black-bishop.jpg,black-bishop,0,0,0.00020122528076171875
37,01c00014_white-pawn.jpg,white-pawn,9,9,0.006302833557128906
38,01c00007_white-rook.jpg,white-rook,11,11,0.012922286987304688
39,02c00044_black-rook.jpg,black-rook,5,5,0.0024766921997070312
40,02c00148_black-bishop.jpg,black-bishop,0,0,0.06498050689697266
41,01c00028_black-pawn.jpg,black-pawn,3,5,1.3699355125427246
42,01c00034_black-king.jpg,black-king,1,1,0.010905265808105469
43,02c00162_white-king.jpg,white-king,7,7,0.15378761291503906
44,02c00163_black-knight.jpg,black-knight,2,2,0.14542055130004883
45,02c00069_black-queen.jpg,black-queen,4,4,1.0896296501159668
46,02c00068_black-pawn.jpg,black-pawn,3,3,0.018113136291503906
47,02c00147_white-pawn.jpg,white-pawn,9,9,0.0009737014770507812
48,02c00012_white-bishop.jpg,white-bishop,6,6,0.000293731689453125
49,02c00059_black-knight.jpg,black-knight,2,2,0.029300689697265625
50,02c00001_white-queen.jpg,white-queen,10,10,0.5392417907714844
51,02c00124_black-king.jpg,black-king,1,1,0.6551618576049805
52,02c00026_white-rook.jpg,white-rook,11,11,0.013582229614257812
53,02c00142_black-queen.jpg,black-queen,4,1,1.8739557266235352
54,02c00042_black-pawn.jpg,black-pawn,3,3,0.010610103607177734
55,01c00004_white-pawn.jpg,white-pawn,9,9,9.250640869140625e-05
56,01c00043_white-queen.jpg,white-queen,10,11,4.503753185272217
57,02c00100_black-pawn.jpg,black-pawn,3,3,0.0001373291015625
58,02c00097_white-bishop.jpg,white-bishop,6,6,2.193450927734375e-05
59,02c00144_white-bishop.jpg,white-bishop,6,6,0.020500659942626953
60,02c00023_black-knight.jpg,black-knight,2,2,0.06583595275878906
61,01c00031_white-queen.jpg,white-queen,10,4,5.823062419891357
62,02c00037_white-bishop.jpg,white-bishop,6,6,0.0018768310546875
63,02c00056_black-rook.jpg,black-rook,5,5,0.0030841827392578125
64,02c00161_white-knight.jpg,white-knight,8,8,0.01775360107421875
65,01c00016_black-pawn.jpg,black-pawn,3,3,0.0778508186340332
66,02c00043_white-queen.jpg,white-queen,10,7,0.9971001148223877
67,02c00164_white-rook.jpg,white-rook,11,11,0.03106546401977539
68,01c00021_black-queen.jpg,black-queen,4,4,0.09146451950073242
69,02c00084_white-queen.jpg,white-queen,10,10,0.5917983055114746
70,02c00057_black-king.jpg,black-king,1,1,0.25103044509887695
71,01c00001_black-rook.jpg,black-rook,5,2,1.0094637870788574
72,02c00013_white-pawn.jpg,white-pawn,9,9,0.001323699951171875
73,02c00166_black-rook.jpg,black-rook,5,5,0.0041484832763671875
74,01c00005_black-pawn.jpg,black-pawn,3,3,0.02666473388671875
75,02c00103_white-rook.jpg,white-rook,11,11,0.6814727783203125
76,02c00014_white-rook.jpg,white-rook,11,11,0.18593406677246094
77,02c00004_black-bishop.jpg,black-bishop,0,0,0.000942230224609375
78,01c00023_black-knight.jpg,black-knight,2,2,0.013190269470214844
79,01c00042_white-rook.jpg,white-rook,11,11,0.07854795455932617
80,02c00098_black-bishop.jpg,black-bishop,0,0,0.0006618499755859375
81,01c00015_white-knight.jpg,white-knight,8,8,0.18870925903320312
82,02c00046_white-king.jpg,white-king,7,7,0.03351020812988281
83,01c00054_white-queen.jpg,white-queen,10,3,2.692331552505493
84,01c00026_white-pawn.jpg,white-pawn,9,9,0.013674259185791016
85,02c00036_black-queen.jpg,black-queen,4,4,0.000980377197265625
86,01c00006_white-bishop.jpg,white-bishop,6,6,5.7220458984375e-06
87,02c00016_black-bishop.jpg,black-bishop,0,0,0.0003376007080078125
88,01c00003_white-knight.jpg,white-knight,8,8,0.016504287719726562
89,02c00060_white-pawn.jpg,white-pawn,9,9,5.7220458984375e-05
90,02c00155_white-queen.jpg,white-queen,10,11,4.003222942352295
91,01c00058_black-knight.jpg,black-knight,2,2,0.038825035095214844
92,02c00033_black-king.jpg,black-king,1,1,0.0027246475219726562
93,02c00031_black-pawn.jpg,black-pawn,3,3,0.0023660659790039062
94,02c00157_black-queen.jpg,black-queen,4,4,0.049590110778808594
