,fn,label,actual,pred,loss
0,02c00099_white-pawn.jpg,white-pawn,9,9,3.4332275390625e-05
1,01c00030_white-rook.jpg,white-rook,11,11,0.0020074844360351562
2,02c00126_white-knight.jpg,white-knight,8,8,0.3512454032897949
3,01c00041_black-bishop.jpg,black-bishop,0,2,1.0737721920013428
4,02c00027_white-pawn.jpg,white-pawn,9,9,-0.0
5,02c00121_black-rook.jpg,black-rook,5,5,0.050070762634277344
6,02c00015_white-knight.jpg,white-knight,8,8,0.00751495361328125
7,01c00038_white-king.jpg,white-king,7,8,2.5921032428741455
8,01c00027_white-knight.jpg,white-knight,8,8,0.03779029846191406
9,01c00048_white-king.jpg,white-king,7,7,0.07966899871826172
10,02c00054_black-pawn.jpg,black-pawn,3,3,0.0057830810546875
11,01c00008_white-queen.jpg,white-queen,10,10,0.002864837646484375
12,01c00051_black-pawn.jpg,black-pawn,3,3,0.018846511840820312
13,02c00021_black-king.jpg,black-king,1,1,0.04964733123779297
14,02c00058_white-king.jpg,white-king,7,7,1.3388023376464844
15,02c00152_white-rook.jpg,white-rook,11,11,0.012041091918945312
16,02c00000_black-rook.jpg,black-rook,5,5,0.00746917724609375
17,02c00025_white-king.jpg,white-king,7,7,0.017391204833984375
18,02c00008_white-king.jpg,white-king,7,7,0.055848121643066406
19,02c00146_black-pawn.jpg,black-pawn,3,3,0.03155088424682617
20,02c00053_black-bishop.jpg,black-bishop,0,0,0.0495147705078125
21,02c00086_white-rook.jpg,white-rook,11,11,0.004813194274902344
22,02c00011_white-bishop.jpg,white-bishop,6,6,0.00012874603271484375
23,02c00167_white-queen.jpg,white-queen,10,9,2.720874309539795
24,02c00002_black-pawn.jpg,black-pawn,3,3,0.0002803802490234375
25,01c00049_white-pawn.jpg,white-pawn,9,9,0.0012054443359375
26,02c00064_white-king.jpg,white-king,7,6,2.43033504486084
27,02c00096_black-queen.jpg,black-queen,4,4,0.0012598037719726562
28,01c00047_black-pawn.jpg,black-pawn,3,3,0.025641441345214844
29,01c00044_white-bishop.jpg,white-bishop,6,8,4.339182376861572
30,02c00009_black-king.jpg,black-king,1,1,0.025033950805664062
31,02c00141_black-pawn.jpg,black-pawn,3,3,0.0024518966674804688
32,02c00115_black-bishop.jpg,black-bishop,0,0,0.05617809295654297
33,02c00131_white-bishop.jpg,white-bishop,6,8,3.3044190406799316
34,02c00149_white-knight.jpg,white-knight,8,8,0.010447502136230469
35,02c00110_white-rook.jpg,white-rook,11,11,0.014951705932617188
36,01c00046_white-pawn.jpg,white-pawn,9,9,0.2114872932434082
37,02c00047_black-knight.jpg,black-knight,2,2,0.08438682556152344
38,02c00040_white-knight.jpg,white-knight,8,8,0.0018110275268554688
39,02c00080_black-pawn.jpg,black-pawn,3,3,0.051294803619384766
40,02c00038_white-pawn.jpg,white-pawn,9,9,2.86102294921875e-05
41,02c00003_white-knight.jpg,white-knight,8,8,0.0013275146484375
42,02c00073_white-king.jpg,white-king,7,7,0.014669418334960938
43,02c00071_black-rook.jpg,black-rook,5,5,0.26865530014038086
44,02c00020_black-rook.jpg,black-rook,5,5,0.45925474166870117
45,02c00079_white-pawn.jpg,white-pawn,9,9,1.049041748046875e-05
46,01c00022_black-king.jpg,black-king,1,1,0.018032073974609375
47,02c00151_black-knight.jpg,black-knight,2,2,0.1086888313293457
48,01c00035_black-knight.jpg,black-knight,2,2,0.013903617858886719
49,02c00150_white-king.jpg,white-king,7,6,1.4241361618041992
50,02c00137_white-king.jpg,white-king,7,7,0.33237743377685547
51,02c00061_white-rook.jpg,white-rook,11,11,0.014730453491210938
52,02c00024_black-knight.jpg,black-knight,2,2,0.36203908920288086
53,02c00116_white-pawn.jpg,white-pawn,9,9,0.014914512634277344
54,02c00063_black-bishop.jpg,black-bishop,0,0,0.13360166549682617
55,01c00014_white-pawn.jpg,white-pawn,9,9,0.0008802413940429688
56,01c00007_white-rook.jpg,white-rook,11,11,0.024591445922851562
57,02c00044_black-rook.jpg,black-rook,5,5,0.013173103332519531
58,02c00148_black-bishop.jpg,black-bishop,0,0,0.1243290901184082
59,01c00028_black-pawn.jpg,black-pawn,3,3,0.2264270782470703
60,01c00034_black-king.jpg,black-king,1,1,0.0018682479858398438
61,02c00162_white-king.jpg,white-king,7,7,0.2056283950805664
62,02c00050_white-pawn.jpg,white-pawn,9,9,3.62396240234375e-05
63,02c00163_black-knight.jpg,black-knight,2,2,0.2048788070678711
64,02c00088_black-king.jpg,black-king,1,1,0.20548439025878906
65,02c00069_black-queen.jpg,black-queen,4,4,1.012603759765625
66,02c00068_black-pawn.jpg,black-pawn,3,3,0.01364278793334961
