,fn,label,actual,pred,loss
0,02c00099_white-pawn.jpg,white-pawn,9,9,0.00030803680419921875
1,01c00030_white-rook.jpg,white-rook,11,11,0.050846099853515625
2,02c00015_white-knight.jpg,white-knight,8,8,0.0029420852661132812
3,01c00027_white-knight.jpg,white-knight,8,8,0.5325555801391602
4,01c00048_white-king.jpg,white-king,7,7,0.0031957626342773438
5,01c00008_white-queen.jpg,white-queen,10,10,0.0026187896728515625
6,01c00051_black-pawn.jpg,black-pawn,3,3,0.07435369491577148
7,02c00021_black-king.jpg,black-king,1,1,0.11732196807861328
8,02c00000_black-rook.jpg,black-rook,5,5,0.01709270477294922
9,02c00025_white-king.jpg,white-king,7,7,0.00017070770263671875
10,02c00008_white-king.jpg,white-king,7,7,0.0005950927734375
11,02c00146_black-pawn.jpg,black-pawn,3,3,0.328702449798584
12,02c00086_white-rook.jpg,white-rook,11,11,0.42508363723754883
13,02c00167_white-queen.jpg,white-queen,10,10,0.6546339988708496
14,02c00002_black-pawn.jpg,black-pawn,3,3,0.000762939453125
15,01c00049_white-pawn.jpg,white-pawn,9,9,0.0007352828979492188
16,02c00064_white-king.jpg,white-king,7,7,0.004383087158203125
17,02c00096_black-queen.jpg,black-queen,4,4,0.0048847198486328125
18,01c00047_black-pawn.jpg,black-pawn,3,3,0.010412216186523438
19,02c00141_black-pawn.jpg,black-pawn,3,3,0.0015850067138671875
20,02c00115_black-bishop.jpg,black-bishop,0,0,0.23747682571411133
21,02c00149_white-knight.jpg,white-knight,8,8,0.031093120574951172
22,01c00046_white-pawn.jpg,white-pawn,9,9,0.02357769012451172
23,02c00047_black-knight.jpg,black-knight,2,2,0.025533676147460938
24,02c00040_white-knight.jpg,white-knight,8,8,0.041222572326660156
25,02c00038_white-pawn.jpg,white-pawn,9,9,0.0031881332397460938
26,02c00003_white-knight.jpg,white-knight,8,8,0.018500328063964844
27,02c00020_black-rook.jpg,black-rook,5,5,0.1296544075012207
28,02c00079_white-pawn.jpg,white-pawn,9,9,0.0033416748046875
29,01c00022_black-king.jpg,black-king,1,1,0.00399017333984375
30,02c00151_black-knight.jpg,black-knight,2,2,0.018211841583251953
31,01c00035_black-knight.jpg,black-knight,2,2,0.04172372817993164
32,02c00150_white-king.jpg,white-king,7,7,0.22812271118164062
33,02c00137_white-king.jpg,white-king,7,7,0.47238636016845703
34,02c00061_white-rook.jpg,white-rook,11,11,0.00799560546875
35,02c00116_white-pawn.jpg,white-pawn,9,9,0.1091008186340332
36,02c00063_black-bishop.jpg,black-bishop,0,0,0.06223344802856445
37,01c00014_white-pawn.jpg,white-pawn,9,9,0.00026988983154296875
38,01c00007_white-rook.jpg,white-rook,11,11,0.001438140869140625
39,02c00044_black-rook.jpg,black-rook,5,5,0.0443572998046875
40,02c00148_black-bishop.jpg,black-bishop,0,0,0.052542686462402344
41,01c00028_black-pawn.jpg,black-pawn,3,3,0.011097908020019531
42,01c00034_black-king.jpg,black-king,1,1,0.00042629241943359375
43,02c00162_white-king.jpg,white-king,7,7,0.00025081634521484375
44,02c00163_black-knight.jpg,black-knight,2,2,0.0082855224609375
45,02c00069_black-queen.jpg,black-queen,4,4,0.032495975494384766
46,02c00068_black-pawn.jpg,black-pawn,3,3,0.011005878448486328
47,02c00147_white-pawn.jpg,white-pawn,9,9,0.0019426345825195312
48,02c00012_white-bishop.jpg,white-bishop,6,6,0.0021686553955078125
49,02c00059_black-knight.jpg,black-knight,2,2,0.0104522705078125
50,02c00001_white-queen.jpg,white-queen,10,10,0.5805854797363281
51,02c00124_black-king.jpg,black-king,1,2,3.271231174468994
